DOI,file_name,Study,Question,Column,Answer,OG_answer,Accurate?,Comments
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,What test salinity was used in the exposure? Provide the salinity or state Not Reported.,Exposure Media Salinity,"The manuscript does not report the test salinity used in the exposure.[next_chunk]The salinity used in the exposure was reported as 34 ± 1 gl-1, but it is not specified whether this is the actual salinity or an approximation.[next_chunk]NULL[next_chunk]Not Reported.",34,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,"What is the species focused on in the study? Acceptable answers are the scientific species name or """"Not reported"""".",Species,The species focused on in the study is Dicentrarchus labrax juveniles.[next_chunk]The species focused on in the study is Dicentrarchus labrax.[next_chunk]NULL[next_chunk]Not reported.,Dicentrarchus labrax,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,What test tempurature was used pu the exposure? Provide the tempurature or state Not Reported.,Exposure Media Tempurature,The temperature used in the exposure test was not reported in the excerpt.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]Not Reported.,18,No,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,What test duration was used at the exposure? Provide the duration or state Not Reported.,Exposure Duration,The duration of the exposure test is reported as 96 hours.[next_chunk]The test duration used at the exposure is reported as 96 hours.[next_chunk]NULL[next_chunk]Not Reported.,4,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,Was the exposure chronic or acute? Acceptable answers are Chronic or Acute.,Acute/Chronic,"The manuscript does not provide information on whether the exposure was chronic or acute.[next_chunk]Acute.[next_chunk]NULL[next_chunk]The exposure in our study was chronic, as the microplastic particles were continuously present in the aquatic environment for a period of 30 days.",Acute,No,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,How many treatment groups or doses were used for a given condition? Provide the number of groups.,Treatment Groups,"The study investigated the oxidative stress and lipid oxidative damage induced by exposure to mercury, microplastics, and mixtures of the two substances in the gills and liver of Dicentrarchus labrax juveniles. The study used six treatment[next_chunk]There were 9 treatment groups used for the experiment.[next_chunk]NULL[next_chunk]The number of treatment groups or doses used for a given condition varied depending on the specific experiment. However, all experiments included at least one control group and one or more treatment groups. The number of treatment groups ranged from 2 to 5,",2,No,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,How many times was the experiment replicated? Provide the number of times.,Replicates,"The experiment was replicated nine times (nine replicates of fish) for each data set (i.e. gills or liver mercury concentrations, bioconcentration factors (bcf) and bioaccumulation factors (baf)).[next_chunk]The manuscript does not provide information on the number of times the experiment was replicated.[next_chunk]NULL[next_chunk]The number of times the experiment was replicated is not provided in this excerpt.",9,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,How large was the sample size per replicate? Report the size.,Sample Size,"The size of the sample per replicate is not explicitly stated in the excerpt.[next_chunk]The sample size per treatment was 9 fish.[next_chunk]NULL[next_chunk]Unfortunately, the provided excerpt does not contain information on the sample size per replicate. Please provide more context or information from the manuscript for me to accurately answer this question.",1,No,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,How frequent were doses administered to the test organisms?,Dosing Frequency,The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]NULL[next_chunk]The doses of microplastics were administered to the test organisms on a daily basis for a period of 21 days. The concentration of microplastics used in the study was determined based on previous literature and preliminary experiments to ensure that it was within,1,No,Interesting it isn't getting the 1s very well. 
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,What was the dose administered to the organism? Provide the dose.,Dose,"The manuscript mentions the doses of mercury and microplastics administered to the organism. The concentrations of mercury used were 0.010 and 0.016 mg/l, while the concentrations of microplastics used were 0.26 and [next_chunk]The manuscript reports the effects of microplastics and mercury on Dicentrarchus labrax juveniles exposed to concentrations of 0.26 mg/l and 0.69 mg/l of microplastics, and 0.010 mg[next_chunk]NULL[next_chunk]The dose administered to the organism was 10 mg/L of microplastics in the exposure medium.",,,Not in old
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,What were the units of the dose given to the organism? Provide the units.,Dose Units,The dose given to the organism was in mg/l (milligrams per liter).[next_chunk]The units of the dose given to the organism were mg/l (milligrams per liter).[next_chunk]NULL[next_chunk]The units of the dose given to the organism were milligrams per kilogram of body weight (mg/kg).,,,Not in old
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,What chemicals were initially sorbed to the particles prior to exposures if any? Provide the chemical name or Not Reported.,Chemical Addition,The manuscript does not provide information on whether any chemicals were initially sorbed to the particles prior to exposures.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]Not Reported.,Mercury,No,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,"What is the environment focused on in the study? Acceptable answers are: Freshwater, Marine, Not reported.",Environment,The study focuses on the marine environment.[next_chunk]Marine.[next_chunk]NULL[next_chunk]Not reported.,Marine,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,"What is the life stage of the organism being studied? Acceptable answers are: Adult, Early, Juvenile  Not Reported.",Life.Stage,Juvenile.[next_chunk]Juvenile.[next_chunk]NULL[next_chunk]The life stage of the organism being studied was not reported in the manuscript.,Juvenile,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,"Is this an in vivo study or an in vitro study? Acceptable answers are: In Vivo, In Vitro, Not Reported.",In vitro/in vivo,In Vivo[next_chunk]In Vivo[next_chunk]NULL[next_chunk]The information provided in the excerpt is insufficient to determine whether the study is in vivo or in vitro.,In Vivo,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,"Is the organism being studied a male or female? Acceptable answers are: Male, Female, Not Reported.",Sex,Not reported.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]This question is not relevant to the content of the manuscript and cannot be answered based on the given excerpt.,,Yes,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,What is the estimated body length of the organism being studied? Provide the length and units or answer Not Reported.,Estimated Body Length (cm),Not Reported.[next_chunk]The estimated body length of the organism being studied is reported as 7.75 ± 0.293 cm (total length) in the manuscript.[next_chunk]NULL[next_chunk]Not Reported.,50,No,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,What is the maximum size of an object that could be ingested by the organism being studied? Provide length and units or answer Not Reported.,Estimated Maximum Ingestible Size (mm),Not Reported.[next_chunk]Not Reported.[next_chunk]NULL[next_chunk]Not Reported.,29.30946432,No,
10.1038/s41598-018-34125-z,Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Microplastics increase mercury bioconcentration in.txt,"How are plastics introduced to the organism being studied? Acceptable answers are: Water, Food, Sediment, Dermal, Drinking Water, Food, Gavage, Inhalation, Intracheal Instillation, IV Injection, Not Reported.   ",Exposure Route,"The manuscript states that microplastics are introduced to the organism being studied through water, as they are ingested by aquatic animals.[next_chunk]The manuscript states that the microplastics were introduced to the organism through water exposure.[next_chunk]NULL[next_chunk]The plastics used in this study were introduced to the organism through ingestion of contaminated food. The microplastics were added to the food at a concentration of 10 particles per gram of food. The food was then fed to the organisms for a period",water,Yes,
